Hour,Date,HourlyDryBulbTemperatureAmerillo,HourlyRelativeHumidityAmerillo,HourlyWindSpeedAmerillo,HourlyDryBulbTemperatureAustin,HourlyRelativeHumidityAustin,HourlyWindSpeedAustin,HourlyDryBulbTemperatureDallas,HourlyRelativeHumidityDallas,HourlyWindSpeedDallas,HourlyDryBulbTemperatureElPaso,HourlyRelativeHumidityElPaso,HourlyWindSpeedElPaso,HourlyDryBulbTemperatureHoustan,HourlyRelativeHumidityHoustan,HourlyWindSpeedHoustan,HourlyDryBulbTemperatureLaredo,HourlyRelativeHumidityLaredo,HourlyWindSpeedLaredo,HourlyDryBulbTemperatureOdessa,HourlyRelativeHumidityOdessa,HourlyWindSpeedOdessa,HourlyDryBulbTemperatureSanAnto,HourlyRelativeHumiditySanAnto,HourlyWindSpeedSanAnto,HourlyDryBulbTemperatureSweet,HourlyRelativeHumiditySweet,HourlyWindSpeedSweet
14,2/23/2020,71,26,28,70,64,15,57,83,13,62,23,24,66,70,10,76,54,15,57,64,10,69,66,14,57,79,17
15,2/23/2020,71,26,25,69,68,14,56,90,15,62,23,21,66,73,14,79,49,14,60,58,7,70,64,16,58,76,15
16,2/23/2020,67,31,25,70,66,7,54,100,13,61,26,29,65,76,14,80,45,13,68,40,11,70,64,16,58,75,15
17,2/23/2020,64,29,29,69,70,7,54,100,16,60,27,25,65,73,16,80,47,15,70,22,28,71,61,8,58,76,13
18,2/23/2020,60,31,21,68,68,3,55,100,16,57,32,22,64,78,15,79,49,13,67,21,24,70,64,6,58,75,16
19,2/23/2020,51,59,24,67,79,6,56,97,14,55,34,9,64,78,13,76,54,9,65,19,21,68,68,6,58,72,15
20,2/23/2020,46,79,15,67,79,9,57,96,14,55,31,18,63,81,11,72,61,3,62,21,15,64,78,10,57,70,15
21,2/23/2020,44,93,21,66,78,9,58,100,14,54,35,30,62,86,11,72,66,10,59,25,14,66,78,14,57,57,18
22,2/23/2020,42,85,23,66,81,10,59,96,20,52,43,14,63,87,14,70,73,9,55,31,15,67,79,10,56,46,14
23,2/23/2020,40,83,21,66,84,9,60,93,18,51,44,22,63,90,10,68,78,9,53,37,15,66,84,10,54,42,13
24,2/23/2020,39,86,23,67,84,9,60,93,18,50,46,14,64,87,9,67,81,13,54,37,16,67,84,6,53,45,10
1,2/24/2020,39,86,23,66,81,3,60,93,18,49,52,16,64,87,9,66,84,8,54,37,16,66,87,7,52,47,11
2,2/24/2020,40,77,28,66,90,3,61,93,17,48,52,11,66,81,5,64,90,7,52,41,13,66,87,0,51,49,15
3,2/24/2020,41,73,26,65,90,6,59,93,15,48,50,7,65,87,6,63,93,6,51,44,11,66,87,3,49,53,13
4,2/24/2020,40,77,29,65,93,3,58,87,14,48,50,5,65,87,5,62,93,8,51,44,16,66,87,0,47,63,9
5,2/24/2020,39,79,25,63,84,8,57,83,15,44,58,0,65,90,7,62,93,9,52,43,18,65,90,0,45,64,7
6,2/24/2020,37,82,18,65,87,0,55,83,11,42,65,5,64,93,7,62,93,8,49,50,9,65,90,5,45,62,9
7,2/24/2020,37,82,17,62,93,3,53,69,20,43,65,6,64,90,7,62,96,6,45,58,8,64,90,6,40,74,0
8,2/24/2020,36,82,11,64,90,3,52,66,13,49,55,0,63,93,0,64,93,6,42,65,8,64,90,5,47,60,0
9,2/24/2020,40,77,14,65,66,9,54,59,17,54,42,0,64,93,6,66,87,8,50,48,9,65,70,8,50,56,9
10,2/24/2020,45,63,16,65,45,10,56,55,22,56,36,9,66,90,5,69,78,10,55,42,13,66,43,13,53,50,11
11,2/24/2020,48,58,13,65,45,11,59,49,26,57,33,16,70,79,8,75,46,15,61,32,9,67,39,15,57,43,11
12,2/24/2020,51,50,13,65,40,7,61,46,22,61,29,10,72,68,7,80,24,16,66,26,17,66,39,14,61,36,13
13,2/24/2020,53,43,,67,41,11,64,41,20,63,25,14,73,53,10,81,22,16,68,23,15,69,38,13,,,
14,2/24/2020,56,39,3,69,35,11,65,42,23,65,22,14,71,41,10,80,21,13,70,20,20,70,34,13,63,31,5
15,2/24/2020,59,33,0,70,32,10,65,42,22,67,20,17,69,47,8,79,20,10,72,16,14,73,32,9,65,30,7
16,2/24/2020,61,29,6,70,34,8,65,43,18,67,20,9,69,39,8,80,20,8,74,14,14,71,31,10,67,27,0
17,2/24/2020,60,30,10,70,32,8,64,43,20,67,17,10,68,47,0,78,22,13,73,12,14,70,34,8,67,26,0
18,2/24/2020,56,36,11,67,36,0,63,45,16,65,19,11,65,54,3,75,24,9,71,15,13,69,35,3,65,29,0
19,2/24/2020,52,43,11,58,58,0,58,58,11,63,23,8,63,56,3,73,26,7,63,22,7,67,36,0,56,46,0
20,2/24/2020,38,79,31,54,67,3,55,62,8,60,27,0,60,70,3,70,30,3,55,34,5,67,36,5,54,50,0
21,2/24/2020,36,86,30,51,71,3,52,69,10,60,30,21,58,78,3,68,33,5,61,25,9,60,56,0,52,54,11
22,2/24/2020,35,85,20,50,77,3,51,71,10,59,31,20,56,81,3,65,39,5,58,29,13,58,60,3,54,42,13
23,2/24/2020,36,79,18,48,80,3,48,77,10,57,34,14,56,81,0,64,43,5,49,46,5,52,75,5,53,44,9
24,2/24/2020,36,73,17,44,85,3,48,77,10,55,34,9,54,87,0,63,45,7,51,36,14,51,74,6,53,39,8
1,2/25/2020,36,73,17,50,74,0,48,77,10,55,29,10,54,87,0,63,45,5,51,36,14,48,80,5,51,54,18
2,2/25/2020,32,82,8,44,89,0,45,83,8,51,33,5,52,89,0,61,50,7,44,68,22,48,77,7,46,76,13
3,2/25/2020,31,82,9,47,80,5,44,85,7,51,29,8,52,89,0,61,50,5,44,71,22,47,77,7,42,75,20
4,2/25/2020,29,82,11,40,89,0,44,85,9,48,34,7,53,86,0,59,58,5,42,71,16,45,77,5,42,74,14
5,2/25/2020,30,72,10,40,89,6,43,89,8,48,33,7,52,89,0,58,58,3,40,73,10,45,77,5,40,78,8
6,2/25/2020,28,69,8,51,69,6,43,86,10,45,33,11,48,96,5,57,62,5,38,76,5,44,79,5,37,86,0
7,2/25/2020,29,63,17,48,80,9,41,93,8,44,32,13,51,89,3,55,67,6,35,82,8,45,77,8,36,87,0
8,2/25/2020,30,61,15,50,74,16,45,83,10,44,27,14,52,80,9,58,62,3,36,76,7,51,64,7,39,85,0
9,2/25/2020,34,52,23,53,69,16,46,79,11,48,19,22,57,72,10,67,61,8,42,60,10,53,64,18,44,60,17
10,2/25/2020,37,41,28,56,62,17,51,66,8,50,17,18,61,60,6,74,46,9,46,44,15,55,59,17,47,49,13
11,2/25/2020,39,38,28,59,58,18,53,64,18,51,14,22,64,56,5,75,41,10,49,39,14,59,54,18,48,38,13
12,2/25/2020,41,33,28,61,46,10,54,59,15,52,14,15,68,51,6,77,31,16,50,30,11,62,48,15,51,33,14
13,2/25/2020,41,29,28,62,52,8,57,51,13,54,13,24,69,45,6,77,26,18,51,27,10,65,45,13,52,29,16
14,2/25/2020,42,25,32,65,47,10,58,48,14,54,12,23,72,41,8,78,24,17,53,23,13,67,42,14,52,27,17
15,2/25/2020,39,33,41,66,43,15,60,35,18,54,12,24,72,41,7,79,22,15,54,19,11,67,42,11,,,
16,2/25/2020,37,42,36,67,42,16,59,32,20,52,9,25,72,40,8,80,20,11,54,17,16,66,40,7,,,
17,2/25/2020,32,59,36,64,43,21,58,33,18,50,9,25,70,42,13,80,20,13,52,19,20,67,37,15,51,22,18
18,2/25/2020,31,61,30,61,41,11,55,37,22,48,9,25,66,47,13,78,23,14,50,25,20,63,41,21,49,22,16
19,2/25/2020,29,69,24,58,48,14,53,38,18,46,10,21,63,50,10,73,27,13,47,30,16,58,46,16,47,23,23
20,2/25/2020,28,69,32,57,42,14,51,38,17,44,12,16,62,48,14,70,31,14,45,33,18,55,51,10,43,31,25
21,2/25/2020,27,69,30,57,36,18,49,39,21,41,15,7,59,49,16,67,37,20,42,29,31,55,49,10,38,46,17
22,2/25/2020,25,72,26,57,33,16,47,44,14,39,20,6,58,53,16,62,41,21,38,37,21,55,34,11,36,56,22
23,2/25/2020,24,75,24,56,30,15,45,46,14,36,50,16,57,53,16,60,41,18,35,44,23,55,30,11,33,61,13
24,2/25/2020,23,78,22,55,28,22,42,55,20,36,46,3,57,51,17,60,33,22,34,46,18,55,24,13,34,59,16
1,2/26/2020,23,78,22,55,23,11,42,55,20,35,42,7,57,51,17,59,31,17,34,46,18,54,23,18,33,61,16
2,2/26/2020,21,81,17,50,33,23,41,67,21,34,40,5,56,34,11,58,29,11,31,54,11,51,27,21,33,62,20
3,2/26/2020,21,81,17,46,42,25,40,77,26,33,36,9,55,30,15,58,26,16,30,58,17,47,33,26,33,60,21
4,2/26/2020,19,84,16,44,47,15,40,73,26,30,41,6,53,32,13,57,21,16,30,56,17,44,40,22,33,57,18
5,2/26/2020,19,81,9,42,53,24,40,73,23,29,45,6,50,39,15,56,22,16,29,54,17,43,43,20,33,56,24
6,2/26/2020,18,81,11,40,55,10,39,79,26,28,43,6,48,46,16,53,20,26,27,58,11,41,47,24,32,59,14
7,2/26/2020,17,84,10,40,58,15,39,73,30,29,39,9,46,50,21,50,25,18,26,66,11,40,51,17,30,67,16
8,2/26/2020,18,81,10,42,53,17,38,68,26,32,35,13,46,54,16,48,29,23,26,66,10,40,51,20,31,65,13
9,2/26/2020,23,72,13,43,49,24,39,62,17,34,34,11,47,54,17,48,29,21,32,52,15,42,47,22,33,60,17
10,2/26/2020,28,60,15,46,46,18,40,53,24,35,31,8,48,52,20,49,31,21,34,44,18,46,40,21,36,51,14
11,2/26/2020,32,47,13,49,43,18,42,49,21,38,27,5,50,48,20,52,26,23,39,34,15,48,37,17,37,45,10
12,2/26/2020,35,40,14,50,36,10,44,43,29,41,25,0,52,45,20,55,21,21,41,29,7,50,38,14,40,36,15
13,2/26/2020,37,36,15,52,38,18,46,40,16,44,22,3,52,47,21,57,21,18,44,24,10,52,34,14,42,32,15
14,2/26/2020,40,30,13,54,34,18,47,37,22,45,21,0,53,43,20,58,19,18,46,23,8,54,31,11,44,29,3
15,2/26/2020,42,27,13,54,33,22,48,36,22,49,17,3,52,41,15,59,18,23,48,21,11,54,29,18,45,25,14
16,2/26/2020,42,23,10,53,31,15,48,34,22,49,15,3,54,38,22,59,18,14,49,21,5,55,28,20,46,23,3
17,2/26/2020,44,21,8,53,30,15,48,32,22,49,16,0,53,37,17,59,18,18,49,21,10,54,29,15,46,21,11
18,2/26/2020,42,21,7,51,26,9,46,32,20,46,18,0,51,38,14,57,19,16,49,20,3,52,30,14,45,23,0
19,2/26/2020,37,25,5,47,37,10,44,37,14,44,20,0,48,42,10,55,21,8,42,32,6,49,32,9,42,28,0
20,2/26/2020,38,24,0,45,40,8,42,41,11,42,20,3,47,44,9,51,26,5,40,35,6,45,39,6,41,27,0
21,2/26/2020,33,30,8,37,54,6,39,48,10,41,23,6,46,44,10,50,28,5,38,41,5,42,45,5,41,26,0
22,2/26/2020,30,38,10,34,64,6,37,54,8,41,24,0,45,46,9,48,30,5,36,42,6,39,50,5,38,33,0
23,2/26/2020,26,44,10,33,66,3,38,52,6,39,26,3,44,47,8,47,31,6,33,52,5,39,53,6,34,44,0
24,2/26/2020,23,53,9,29,82,0,37,54,5,37,31,3,42,53,6,44,35,5,35,44,6,36,62,7,32,51,0
1,2/27/2020,23,53,9,40,47,0,37,54,5,35,35,5,42,53,6,40,43,0,35,44,6,36,59,5,32,51,0
2,2/27/2020,22,60,10,31,76,5,34,61,0,34,37,0,40,58,0,40,43,0,35,44,8,34,64,6,32,53,10
3,2/27/2020,21,62,11,31,76,5,32,69,6,33,40,3,36,76,0,38,52,0,34,44,8,32,66,6,31,58,9
4,2/27/2020,23,60,13,28,81,3,32,69,8,31,42,0,35,76,3,38,51,0,34,44,10,30,69,7,32,54,10
5,2/27/2020,25,55,11,30,75,0,28,78,8,26,48,0,33,82,0,38,51,0,33,45,9,31,67,5,31,56,10
6,2/27/2020,22,60,13,35,72,3,29,75,7,26,51,5,34,82,0,36,55,0,33,43,10,30,69,7,34,45,13
7,2/27/2020,20,65,10,26,81,0,29,82,7,29,45,3,33,85,0,34,59,0,33,43,11,30,66,6,34,45,13
8,2/27/2020,22,63,6,34,73,3,34,73,7,36,35,0,39,73,0,40,53,0,34,42,13,32,69,3,37,42,14
9,2/27/2020,37,39,10,42,55,0,40,53,11,39,33,0,44,58,3,47,37,5,40,33,15,43,49,0,43,30,22
10,2/27/2020,41,33,16,50,39,9,45,40,10,44,26,0,48,42,3,53,28,7,46,26,13,49,35,6,47,26,21
11,2/27/2020,48,25,10,53,32,10,49,35,15,49,21,0,51,32,6,57,24,5,51,21,15,52,32,7,52,22,16
12,2/27/2020,55,20,16,58,24,3,52,31,11,54,16,5,53,30,6,59,21,8,56,16,14,53,30,8,57,18,14
13,2/27/2020,57,18,15,59,23,5,54,29,9,58,14,7,55,29,8,62,20,6,60,13,13,57,24,9,60,15,14
14,2/27/2020,60,16,21,60,22,0,57,27,11,61,13,7,57,26,6,63,17,3,62,13,10,58,22,3,62,14,13
15,2/27/2020,60,16,18,63,23,5,59,26,7,63,13,8,59,25,6,66,15,0,67,11,13,61,20,3,63,13,15
16,2/27/2020,60,16,17,63,22,10,61,22,13,63,13,8,60,25,6,66,16,7,67,12,10,61,19,6,,,
17,2/27/2020,59,18,18,62,22,7,61,20,8,62,13,5,60,24,5,67,15,7,67,12,13,61,19,7,65,13,13
18,2/27/2020,56,19,14,61,18,3,59,23,10,59,14,8,57,28,3,66,15,6,65,12,10,60,19,7,62,15,3
19,2/27/2020,44,31,9,49,41,5,51,32,8,56,17,6,51,44,0,60,19,5,60,16,7,57,22,7,56,21,0
20,2/27/2020,40,38,8,47,42,6,52,37,10,54,18,5,47,56,3,56,24,3,50,28,3,57,22,3,55,22,0
21,2/27/2020,39,41,11,40,58,3,50,39,11,50,22,8,45,58,0,56,24,5,48,33,5,55,24,5,53,25,0
22,2/27/2020,36,48,10,38,62,0,47,48,9,50,21,8,48,54,6,53,30,3,44,38,0,46,44,0,50,27,0
23,2/27/2020,35,50,8,40,55,3,48,44,15,50,20,8,47,56,6,51,35,11,42,47,3,41,55,6,51,25,0
24,2/27/2020,33,56,6,34,70,0,47,46,13,51,19,0,46,58,6,49,46,9,42,43,3,40,60,3,51,24,0
1,2/28/2020,33,56,6,45,42,0,47,46,13,40,32,0,46,58,6,48,48,9,42,43,3,46,44,10,51,24,0
2,2/28/2020,35,54,5,42,51,7,42,55,6,39,36,5,41,70,5,46,54,7,44,38,3,44,47,5,50,25,0
3,2/28/2020,29,66,0,44,49,10,43,51,9,40,36,0,42,71,7,46,54,7,39,46,6,42,51,5,49,26,0
4,2/28/2020,28,69,6,42,55,7,44,55,9,39,36,6,43,68,0,46,56,6,38,46,0,40,55,5,44,33,0
5,2/28/2020,26,75,7,34,73,0,41,62,8,38,37,7,39,79,3,45,58,5,37,48,3,40,58,6,40,45,0
6,2/28/2020,29,69,8,43,51,6,40,68,7,37,37,5,41,73,0,44,63,7,35,54,0,39,62,3,42,37,0
7,2/28/2020,29,69,10,32,79,7,39,76,8,40,35,3,40,77,5,44,65,5,33,58,6,40,63,5,40,43,0
8,2/28/2020,33,64,7,38,73,3,44,68,8,42,36,0,45,71,7,49,61,6,33,70,3,46,56,7,,,
9,2/28/2020,41,55,8,49,48,0,47,61,8,46,29,3,52,55,9,55,55,8,45,37,3,53,47,9,46,45,3
10,2/28/2020,47,39,10,57,33,3,50,54,7,51,24,0,58,44,10,60,44,9,50,28,5,58,39,11,51,42,0
11,2/28/2020,52,32,14,60,31,6,54,45,5,57,19,0,62,34,13,64,38,8,57,24,6,62,34,11,58,30,0
12,2/28/2020,56,28,14,66,19,5,57,36,0,60,16,0,64,32,9,67,32,6,66,16,7,66,28,8,63,19,0
13,2/28/2020,59,24,11,69,23,5,60,28,0,60,15,0,69,27,10,69,25,0,70,14,11,68,25,6,65,16,0
14,2/28/2020,61,20,8,70,23,5,63,25,6,64,13,3,70,26,10,73,21,6,72,12,15,71,20,7,67,15,0
15,2/28/2020,63,17,0,73,21,3,64,24,5,64,13,5,72,22,7,74,20,8,74,10,7,71,19,9,69,14,0
16,2/28/2020,63,15,7,73,20,0,66,23,7,64,12,0,73,19,8,76,18,8,74,10,10,72,17,7,69,14,0
17,2/28/2020,63,15,0,71,25,6,66,21,6,63,14,5,72,20,3,75,18,7,72,11,13,72,17,5,69,14,0
18,2/28/2020,59,16,0,70,18,6,64,24,6,62,14,3,64,37,0,72,20,7,69,12,9,70,18,8,67,16,0
19,2/28/2020,55,20,0,55,47,0,58,31,7,60,16,5,59,46,3,69,23,5,64,17,7,69,17,6,61,22,0
20,2/28/2020,52,21,5,51,56,0,57,32,6,59,17,5,57,51,3,66,27,6,61,20,6,66,19,6,,,
21,2/28/2020,43,32,9,49,64,0,52,41,7,55,20,0,55,53,0,66,25,8,55,26,0,63,24,8,,,
22,2/28/2020,47,30,8,50,59,0,51,44,6,50,25,6,51,59,0,63,29,10,51,35,5,62,23,6,,,
23,2/28/2020,42,40,9,45,71,3,51,46,9,50,26,5,49,66,0,61,32,13,57,23,11,62,23,7,51,38,0
24,2/28/2020,44,37,8,42,68,3,48,52,6,50,26,3,50,61,0,60,32,10,57,21,10,60,28,9,51,40,0
1,2/29/2020,44,37,8,52,47,0,48,52,6,46,30,3,50,61,0,59,32,11,57,21,10,58,31,7,50,41,0
2,2/29/2020,37,50,10,37,82,0,48,54,8,42,35,6,46,73,0,56,33,13,52,27,6,56,32,6,,,
3,2/29/2020,43,40,10,40,79,0,48,54,8,41,38,5,46,77,0,54,40,8,52,28,5,49,50,0,,,
4,2/29/2020,40,47,11,45,63,0,44,65,8,43,35,5,45,80,0,53,47,9,51,28,8,48,56,3,,,
5,2/29/2020,36,57,10,46,58,0,46,61,9,43,37,0,44,85,0,53,51,9,53,26,10,45,61,3,48,35,10
6,2/29/2020,34,61,11,48,54,0,47,59,0,41,43,3,44,85,0,53,57,8,52,28,8,45,61,3,47,39,10
7,2/29/2020,36,62,13,37,79,0,45,63,6,42,38,3,45,86,0,55,59,11,50,32,6,45,58,3,48,41,9
8,2/29/2020,42,49,20,44,71,0,50,57,7,45,34,5,51,80,0,56,60,9,52,32,11,47,54,0,51,41,7
9,2/29/2020,47,39,16,50,59,0,57,42,10,51,26,0,57,69,3,60,56,15,56,29,16,55,38,7,58,30,17
10,2/29/2020,53,30,14,60,39,15,63,33,10,58,18,3,64,52,8,67,49,21,60,25,16,61,39,10,61,27,18
11,2/29/2020,60,23,15,67,36,16,69,26,11,62,15,8,68,39,8,70,46,18,64,19,23,65,37,11,64,26,20
12,2/29/2020,67,15,21,72,27,9,69,30,11,68,13,10,70,34,13,74,40,16,69,17,22,67,30,10,69,20,18
13,2/29/2020,70,14,26,72,28,18,74,25,14,,10,15,71,31,13,76,37,15,70,16,22,71,26,15,72,18,21
14,2/29/2020,66,15,23,74,27,17,75,22,22,71,10,22,74,29,16,79,31,20,73,13,24,73,24,18,72,19,20
15,2/29/2020,68,13,22,74,31,23,75,20,24,71,10,21,74,29,14,80,33,22,74,13,21,74,23,16,74,15,24
16,2/29/2020,71,12,15,73,34,17,74,20,24,73,12,13,73,33,16,80,33,18,75,12,15,75,23,18,73,19,20
17,2/29/2020,72,11,24,74,36,24,71,24,24,73,12,22,71,38,21,79,35,23,75,13,15,73,23,21,72,21,22
18,2/29/2020,69,12,21,71,38,9,68,26,18,71,13,15,68,47,13,77,39,20,72,15,20,71,34,18,69,23,17
19,2/29/2020,61,19,11,67,45,16,65,31,16,68,15,11,65,56,14,74,45,17,70,18,15,67,42,18,64,29,10
20,2/29/2020,52,27,13,64,54,15,65,36,18,67,15,10,64,60,10,72,50,18,66,23,16,64,52,15,59,36,10
21,2/29/2020,49,32,13,62,65,15,64,45,13,65,16,8,63,63,9,69,55,16,63,29,11,62,60,16,60,34,13
22,2/29/2020,48,33,7,60,72,10,63,50,22,61,20,9,62,70,8,67,63,21,62,37,14,62,62,16,59,38,17
23,2/29/2020,45,37,9,60,75,9,62,60,30,60,21,6,63,73,9,66,65,17,60,41,13,61,67,14,58,45,16
24,2/29/2020,42,41,10,59,81,11,61,67,22,58,23,10,63,75,11,65,70,18,60,39,16,61,67,13,60,43,20
1,3/1/2020,42,41,10,60,78,10,61,67,22,59,23,11,63,75,11,64,73,20,60,39,16,60,72,9,60,44,18
2,3/1/2020,37,48,7,58,84,8,59,78,23,63,24,17,63,75,9,64,73,22,57,45,13,60,72,10,60,47,23
3,3/1/2020,38,44,7,57,87,9,58,81,20,62,24,16,63,78,10,64,75,17,56,49,10,60,75,7,59,58,18
4,3/1/2020,40,40,6,56,90,7,57,83,18,61,27,13,63,78,9,64,75,17,54,53,8,59,78,8,58,61,16
5,3/1/2020,47,29,13,55,93,6,57,87,18,61,29,14,63,78,9,64,75,15,53,57,8,60,75,6,56,66,15
6,3/1/2020,38,39,9,59,83,5,57,87,17,60,30,15,64,75,9,63,78,14,53,57,8,58,81,6,55,70,14
7,3/1/2020,41,36,11,57,90,9,58,84,22,60,30,17,65,76,13,62,80,11,54,51,10,56,84,6,55,70,17
8,3/1/2020,46,30,13,58,90,7,59,83,24,60,31,14,66,73,13,62,84,13,54,49,11,59,81,6,56,70,16
9,3/1/2020,53,24,15,61,84,9,60,80,20,60,32,14,68,70,10,65,76,16,57,42,13,62,75,8,60,60,16
10,3/1/2020,60,19,16,64,78,9,63,75,18,62,30,20,70,66,14,68,68,18,63,29,15,64,75,10,64,46,15
11,3/1/2020,65,16,15,68,73,16,67,66,22,63,29,13,71,66,15,72,61,10,67,24,17,66,73,14,67,34,17
12,3/1/2020,67,15,10,68,70,9,70,59,21,64,29,16,71,66,15,75,55,7,71,23,16,68,68,11,71,23,16
13,3/1/2020,69,13,7,72,64,20,73,55,20,66,26,29,71,66,17,78,48,0,73,21,22,70,64,7,73,21,20
14,3/1/2020,70,12,10,73,64,15,73,55,23,67,24,24,71,66,18,81,42,3,74,20,21,73,57,10,73,19,17
15,3/1/2020,72,12,10,75,60,14,74,56,21,67,25,18,70,71,18,83,37,6,74,19,21,76,54,9,73,19,15
16,3/1/2020,73,11,14,77,54,10,74,56,21,66,25,21,68,81,11,84,33,0,73,19,23,75,54,7,72,20,15
17,3/1/2020,72,11,8,76,54,14,71,61,18,65,24,24,69,76,13,86,31,9,72,18,22,76,52,10,72,21,10
18,3/1/2020,69,13,11,74,56,3,69,66,20,64,24,14,66,90,8,84,33,11,70,21,18,74,52,8,69,26,7
19,3/1/2020,61,18,6,70,71,7,67,71,14,64,24,15,67,84,11,80,38,6,67,23,10,68,63,7,65,28,9
20,3/1/2020,53,25,9,64,84,6,66,73,15,63,25,13,68,81,10,77,42,6,63,27,6,66,68,5,63,30,11
21,3/1/2020,48,36,13,65,84,7,66,75,16,62,25,8,67,84,10,76,43,8,60,32,7,66,68,3,64,28,11
22,3/1/2020,48,39,9,66,84,11,65,78,14,61,25,11,67,84,8,74,54,11,60,33,8,62,80,3,63,29,14
23,3/1/2020,50,36,8,66,87,10,65,78,15,58,29,10,67,87,9,73,71,14,60,33,8,61,87,7,58,36,8
24,3/1/2020,46,42,8,66,90,10,64,87,14,58,29,7,66,90,6,71,73,11,61,32,10,64,87,3,60,33,0
1,3/2/2020,46,42,8,66,87,7,64,87,14,57,30,8,66,90,6,69,78,13,61,32,10,64,90,6,59,34,3
2,3/2/2020,41,57,8,67,87,10,62,93,15,56,33,9,66,90,5,68,81,10,61,31,13,64,90,6,61,32,6
3,3/2/2020,38,65,11,66,93,8,61,97,15,56,33,9,67,87,3,67,84,9,60,32,13,64,90,0,60,33,13
4,3/2/2020,34,75,11,66,93,6,61,97,10,56,33,10,67,91,5,65,87,8,61,31,13,65,87,0,59,35,11
5,3/2/2020,33,82,10,66,93,0,60,96,8,54,37,7,67,91,6,64,90,5,63,28,11,65,90,3,57,39,0
6,3/2/2020,33,82,11,66,90,0,60,96,11,50,44,6,68,87,5,65,87,6,62,29,10,65,90,3,58,37,0
7,3/2/2020,32,85,11,65,93,3,60,96,15,49,46,5,68,87,5,63,93,6,60,33,9,65,90,7,57,39,0
8,3/2/2020,32,82,14,65,93,3,61,97,13,51,44,5,68,90,5,65,90,3,61,31,10,66,87,7,57,44,0
9,3/2/2020,35,70,17,68,90,6,62,93,13,53,41,0,70,87,8,68,84,14,63,29,10,66,87,7,61,37,9
10,3/2/2020,38,65,9,69,87,9,64,90,10,57,36,5,72,82,8,72,73,8,64,29,9,67,84,6,65,33,10
11,3/2/2020,43,56,11,70,82,14,67,79,9,59,33,5,75,74,10,77,62,3,65,28,8,68,81,6,68,27,9
12,3/2/2020,47,50,8,72,73,8,68,76,8,62,28,3,75,69,11,79,58,6,68,25,6,71,73,8,68,29,8
13,3/2/2020,50,46,3,73,76,13,70,64,9,64,27,9,77,64,13,81,53,0,70,23,3,74,67,13,64,35,0
14,3/2/2020,53,41,8,75,69,9,70,64,11,63,26,10,79,58,8,82,49,0,72,19,6,74,64,9,66,33,0
15,3/2/2020,57,36,9,76,64,14,71,61,6,66,24,14,79,56,8,87,40,6,72,19,5,74,62,9,66,33,0
16,3/2/2020,60,32,10,77,62,11,68,45,9,65,25,10,78,60,11,88,34,8,72,19,9,74,62,7,66,36,0
17,3/2/2020,62,29,13,77,62,10,70,46,0,64,26,16,75,66,15,87,34,8,71,21,10,74,64,3,65,38,0
18,3/2/2020,60,31,10,76,60,0,68,49,5,63,28,10,74,71,9,85,37,8,68,27,10,73,66,5,62,46,0
19,3/2/2020,54,37,9,70,76,0,65,51,6,61,31,8,73,74,7,82,51,13,65,32,5,70,71,5,58,56,0
20,3/2/2020,52,41,11,68,81,3,63,52,7,60,32,5,72,79,5,79,54,9,64,34,7,69,73,6,55,62,0
21,3/2/2020,49,44,10,68,84,0,63,52,6,60,33,15,71,81,3,76,60,5,63,40,10,69,73,0,54,65,0
22,3/2/2020,48,44,9,69,84,0,58,62,5,59,38,13,70,84,5,75,66,7,61,43,8,68,76,7,54,68,0
23,3/2/2020,47,44,11,64,90,5,60,58,3,58,39,5,70,87,3,73,79,9,61,43,11,70,76,13,54,72,0
24,3/2/2020,52,35,10,65,93,5,56,70,0,57,42,5,67,91,7,72,84,11,62,43,11,70,79,8,58,60,11
1,3/3/2020,52,35,10,68,81,5,56,70,0,57,42,8,67,91,7,71,87,10,62,43,11,69,84,5,59,59,10
2,3/3/2020,51,27,8,68,90,8,54,75,5,57,44,13,70,90,3,70,87,6,61,56,13,68,84,0,,,
3,3/3/2020,51,26,14,67,91,6,55,74,5,58,41,9,70,93,6,68,93,0,60,60,17,67,87,0,62,50,13
4,3/3/2020,47,30,10,64,96,0,55,74,0,54,59,10,71,90,0,70,87,5,58,62,13,67,87,0,63,48,14
5,3/3/2020,43,37,14,63,97,0,54,77,0,52,66,8,70,90,3,70,87,5,56,72,10,66,87,0,63,46,9
6,3/3/2020,38,60,11,65,90,0,56,72,0,52,66,7,70,90,0,69,90,7,55,74,10,65,90,0,61,56,9
7,3/3/2020,38,65,14,60,100,0,58,67,8,51,71,0,70,90,3,69,90,6,54,77,7,62,96,0,57,72,10
8,3/3/2020,37,70,11,64,96,0,57,74,5,51,74,5,70,93,3,70,84,8,54,80,6,64,90,3,57,68,10
9,3/3/2020,38,68,10,65,97,3,60,72,9,51,80,6,73,84,3,71,81,5,54,83,6,68,84,6,57,69,7
10,3/3/2020,42,58,11,67,97,0,62,70,8,51,80,9,75,79,3,73,76,7,57,69,14,71,79,8,58,66,9
11,3/3/2020,50,43,16,70,87,6,63,65,5,55,69,10,77,71,6,75,71,8,56,75,7,70,79,9,59,66,0
12,3/3/2020,53,37,17,74,69,5,62,65,8,57,55,9,80,64,8,77,64,8,58,72,13,72,76,7,60,53,6
